Series Name,Series Code,Country Name,Country Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP per capita (current US$),NY.GDP.PCAP.CD,Finland,FIN,43784.2839622098,46297.4963459994,50013.2942027626,48711.5642079496,49041.3422565659
GDP per capita (current US$),NY.GDP.PCAP.CD,France,FRA,37037.3741861219,38685.2584944953,41526.4146584125,40380.0987725432,38625.0673845578
GDP per capita (current US$),NY.GDP.PCAP.CD,French Polynesia,PYF,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Gabon,GAB,6984.41971208387,7230.43491161979,7956.62781558686,7767.01697942954,7005.87909704756
GDP per capita (current US$),NY.GDP.PCAP.CD,"Gambia, The",GMB,690.780493152792,679.75507172296,732.720727318856,777.815245170251,787.006450894821
GDP per capita (current US$),NY.GDP.PCAP.CD,Georgia,GEO,4062.16988757379,4357.00093554628,4722.78778321766,4697.98365238984,4278.86077091661
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,42107.5172703074,44442.7718397577,47787.1605074447,46467.5162023856,45723.6441039328
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,1913.47353585435,2020.68178984221,2194.23247709545,2210.35592258865,2328.53464211079
GDP per capita (current US$),NY.GDP.PCAP.CD,Gibraltar,GIB,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Greece,GRC,17885.3928086126,18562.2294309576,19765.9964536083,19150.7861964985,17676.1924769339
GDP per capita (current US$),NY.GDP.PCAP.CD,Greenland,GRL,48181.874188064,50321.3687543442,54470.9563864255,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Grenada,GRD,9628.17284331301,10152.8328118872,10486.3775924082,10815.9113560803,9680.17582544907
GDP per capita (current US$),NY.GDP.PCAP.CD,Guam,GUM,36214.0069224538,36601.9198811792,36502.3828195693,37723.7813443319,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Guatemala,GTM,4173.30166619474,4454.04814983548,4478.42464550944,4638.63494319511,4603.33961670975
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea,GIN,732.291511901218,855.575270552367,955.11128113689,1058.14336817318,1194.03786469464
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea-Bissau,GNB,661.457838679603,738.549944890782,802.767385116156,749.453747028806,727.520171719562
GDP per capita (current US$),NY.GDP.PCAP.CD,Guyana,GUY,5811.39792362577,6124.95367005177,6145.81874291394,6609.51043084801,6955.93921717789
GDP per capita (current US$),NY.GDP.PCAP.CD,Haiti,HTI,1265.9869321522,1294.23962819616,1435.35085222052,1272.49069871548,1176.75581952799
GDP per capita (current US$),NY.GDP.PCAP.CD,Honduras,HND,2342.58490388004,2453.72711527978,2510.32294304191,2574.35675105143,2405.73284775141
GDP per capita (current US$),NY.GDP.PCAP.CD,"Hong Kong SAR, China",HKG,43731.1068245299,46165.8565115953,48542.6818699161,48354.473367413,46323.8634424384
GDP per capita (current US$),NY.GDP.PCAP.CD,Hungary,HUN,13090.5067287853,14605.8543453283,16411.4411105738,16733.3221691387,15899.1482797158
GDP per capita (current US$),NY.GDP.PCAP.CD,Iceland,ISL,61987.9263620283,72010.1490316258,74348.3622846255,68883.1487741776,59260.8871381682
GDP per capita (current US$),NY.GDP.PCAP.CD,India,IND,1732.55424231697,1980.66701982813,1996.91508739755,2100.75146060783,1900.70680971528
GDP per capita (current US$),NY.GDP.PCAP.CD,Indonesia,IDN,3562.81633352183,3837.57802362633,3893.85957814877,4135.20153132694,3869.58842704537
GDP per capita (current US$),NY.GDP.PCAP.CD,"Iran, Islamic Rep.",IRN,5253.42656033356,5520.31478213998,3598.48345396129,3114.62275284063,2282.55186460415
GDP per capita (current US$),NY.GDP.PCAP.CD,Iraq,IRQ,4550.65863784829,5076.69079455993,5523.07837548534,5658.49226654047,4157.48449469489
GDP per capita (current US$),NY.GDP.PCAP.CD,Ireland,IRL,62993.7450967453,70413.1218331383,79297.729203754,80778.8296145658,83812.8029661508
GDP per capita (current US$),NY.GDP.PCAP.CD,Isle of Man,IMN,82197.12677026,83477.834285154,89112.6677158571,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Israel,ISR,37282.5305590856,40474.6681292998,41704.8285653125,43588.713153649,43610.5203308148
GDP per capita (current US$),NY.GDP.PCAP.CD,Italy,ITA,30939.7142462298,32326.6742113994,34608.6756017054,33566.7873041609,31676.2020987349
GDP per capita (current US$),NY.GDP.PCAP.CD,Jamaica,JAM,4843.74989999401,5070.0995030616,5359.99378939638,5369.4983713849,4664.52915035973
GDP per capita (current US$),NY.GDP.PCAP.CD,Japan,JPN,38761.8181501925,38386.5111457057,39159.4235633952,40113.0609702277,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Jordan,JOR,4175.35660192301,4231.51827999134,4308.1510738997,4405.48710929391,4282.76582261085
GDP per capita (current US$),NY.GDP.PCAP.CD,Kazakhstan,KAZ,7714.84184376024,9247.58133129626,9812.62637077396,9812.5958082732,9055.74500903002
GDP per capita (current US$),NY.GDP.PCAP.CD,Kenya,KEN,1410.53202527561,1572.34573373101,1708.00142830255,1816.54712375218,1838.20996794042
GDP per capita (current US$),NY.GDP.PCAP.CD,Kiribati,KIR,1584.73702805528,1640.57195968174,1698.32958680978,1655.05069337521,1670.82469059412
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Rep.",KOR,29288.8704389833,31616.8434004683,33422.9442100836,31846.2182324258,31489.1226973168
GDP per capita (current US$),NY.GDP.PCAP.CD,Kosovo,XKX,3780.00368867233,4045.61420880757,4419.91432698449,4445.89070247935,4287.20090326802
GDP per capita (current US$),NY.GDP.PCAP.CD,Kuwait,KWT,27653.1576200281,29759.4674424751,33399.060475851,32373.2511149607,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Kyrgyz Republic,KGZ,1120.66651300848,1242.76964282023,1308.13977921849,1374.03113639092,1173.61135576213
GDP per capita (current US$),NY.GDP.PCAP.CD,Lao PDR,LAO,2308.79980768962,2423.84759760338,2542.48976862177,2544.95255026876,2630.20377393196
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,14315.7928949778,15643.485634322,17849.5592976346,17794.4786167812,17619.9523907399
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,7626.30019562992,7792.5988604995,8012.53923684943,7583.69914645363,4891.00147031944
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,1018.93109291945,1102.94441037887,1192.4843195181,1113.37214033581,861.014548091526
GDP per capita (current US$),NY.GDP.PCAP.CD,Liberia,LBR,714.623392230031,698.702358713664,677.322319098497,621.892953622715,583.271727316711
GDP per capita (current US$),NY.GDP.PCAP.CD,Libya,LBY,4035.19680169994,5756.69932474775,7877.12460954542,7685.94813248318,3699.22862081017
GDP per capita (current US$),NY.GDP.PCAP.CD,Liechtenstein,LIE,165642.386275555,171253.964253797,180366.715197575,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lithuania,LTU,14998.1250595137,16843.699654691,19166.812272892,19555.2110652539,19997.5925262112
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,104278.390971905,107361.306947271,116597.295637954,114685.168424149,115873.602630203
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macao SAR, China",MAC,73569.4336917492,81044.8899769759,87554.7138573949,86117.6554287201,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,475.955608372416,515.293309281062,518.401122965529,526.224572187396,495.490400891458
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,315.777987100071,497.310409707697,535.351345663708,583.110203584039,625.29412916014
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,9817.78709031009,10259.3048064811,11377.6542013813,11414.2026894664,10401.7940137994
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,9209.39966526025,9577.70237570034,10276.7733887971,10626.4333466909,7455.85572772295
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,780.723569528087,830.021515346886,894.804776510366,879.122775162059,858.915805496235
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,25741.4460613677,28250.6977747589,30672.2922439038,30186.1959621979,27884.6428274251
GDP per capita (current US$),NY.GDP.PCAP.CD,Marshall Islands,MHL,3490.99838885713,3672.57678328424,3793.55098267479,4073.10982973584,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,1536.85488788877,1577.86437020455,1601.29193164614,1679.44260484157,1672.9235348238
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,9681.62310691029,10484.9058280992,11208.3273037494,11097.5869332309,8622.67551491013
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,8744.51555912786,9287.84958732302,9686.51424383118,9946.03382879198,8346.70237883571
GDP per capita (current US$),NY.GDP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,3014.70035839042,3289.64211697365,3568.291015625,3585.42320162374,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,2880.43928129296,3509.69345025814,4230.3630367862,4494.01840306454,4551.13067562421
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,170028.655717864,167517.059727856,185978.609251356,190512.737442436,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,3660.15194371362,3669.40693442825,4134.97937229071,4339.84462487314,4007.30888507766
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,7033.60489868635,7803.41113682269,8850.09463079793,8910.65155409448,7686.09294918651
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,2896.72219562665,3035.45443323105,3226.98279356862,3230.40972230151,3009.24945958152
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,428.926672944529,461.415094120589,503.317925171139,503.57065659174,448.607453580724
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,1158.43456551363,1257.80357639114,1279.08975591511,1477.35536778794,1400.21824189956
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,4546.98668737434,5367.11467314944,5587.98561266432,5037.34262919263,4211.05092913395
GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,9555.79042954856,10360.7773115777,11614.665076832,10983.2246492424,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,899.523581017634,1048.45375534427,1178.52593245237,1194.95687572575,1155.14285440358
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,46007.8529206547,48554.9922761756,53018.6293562696,52295.0390498713,52304.0573851896
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,40080.4941137172,42992.8952738896,43306.0700032372,41999.3682892979,41791.79308952
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,2107.5740596602,2159.16192554656,2014.57028700455,1926.69969398276,1905.25675597599
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,498.105337934855,517.977044176666,572.430138463628,553.894955335826,565.06133311838
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,2176.00277201515,1968.56539847444,2027.77854863842,2229.8586518613,2097.09247289022
GDP per capita (current US$),NY.GDP.PCAP.CD,North Macedonia,MKD,5132.99714567042,5432.41453143721,6087.46831134253,6022.24098997419,5888.00401517897
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,21891.1847936355,27584.7435149329,22886.6740494647,20659.6402915421,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,70460.5605323322,75496.7540581998,82267.809316159,75826.0818834173,67294.4769786693
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,14609.9817598242,15127.8881927788,16521.2062279529,15343.0435000855,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,1368.42696140417,1464.9261954181,1482.21306651797,1284.70204683255,1193.73339713731
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,16653.4258945705,16065.2928294682,15657.1771537044,14907.777345703,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,14343.981394441,15146.4023742294,15544.7335180331,15727.9744915741,12269.0489963771
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,2509.62963689931,2695.24900855956,2801.37139302915,2829.16708525376,2636.8002494333
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,5324.60906777777,5678.8699722,5782.78454981286,5380.9633218413,4949.74970033259
